# this bed file is based on information from NZ_CP007640.gff3/ bed, but the positions are based on Batro
# seqName	start	ende	direction	type1	type2	Name	locus_tag	product
NZ_CP007640.1	845388	846347	-	CDS	gene	DJ95_RS03840	DJ95_RS03840	S8 family peptidase
NZ_CP007640.1	846595	847428	+	CDS	gene	DJ95_RS03845	DJ95_RS03845	STAS domain-containing protein
NZ_CP007640.1	847481	848242	-	CDS	gene	DJ95_RS03850	DJ95_RS03850	CbiQ family ECF transporter T component
NZ_CP007640.1	848217	849860	-	CDS	gene	DJ95_RS03855	DJ95_RS03855	ABC transporter ATP-binding protein
NZ_CP007640.1	849847	850446	-	CDS	gene	DJ95_RS03860	DJ95_RS03860	ECF transporter S component
NZ_CP007640.1	850427	851041	-	CDS	gene	DJ95_RS03865	DJ95_RS03865	Ykof family thiamine-binding protein
NZ_CP007640.1	851353	852030	+	CDS	gene	DJ95_RS03870	DJ95_RS03870	response regulator transcription factor
NZ_CP007640.1	852034	853395	+	CDS	gene	DJ95_RS03875	DJ95_RS03875	HAMP domain-containing protein
NZ_CP007640.1	853410	854090	+	CDS	gene	DJ95_RS03880	DJ95_RS03880	PepSY domain-containing protein
NZ_CP007640.1	854183	854698	+	CDS	gene	DJ95_RS03885	DJ95_RS03885	PepSY domain-containing protein
NZ_CP007640.1	854778	854915	+	CDS	gene	DJ95_RS21290	DJ95_RS21290	hypothetical protein
NZ_CP007640.1	855428	856783	+	CDS	gene	mgtE	DJ95_RS03890	magnesium transporter
NZ_CP007640.1	856829	857161	-	CDS	gene	tnrA	DJ95_RS03895	MerR family transcriptional regulator TnrA
NZ_CP007640.1	857354	857509	+	CDS	gene	DJ95_RS21295	DJ95_RS21295	hypothetical protein
NZ_CP007640.1	857598	857780	+	CDS	gene	fbpA	DJ95_RS03900	Fur-regulated basic protein FbpA
NZ_CP007640.1	857926	858390	+	CDS	gene	DJ95_RS03905	DJ95_RS03905	MarR family transcriptional regulator
NZ_CP007640.1	858473	859576	-	CDS	gene	DJ95_RS03910	DJ95_RS03910	glycosyl transferase
NZ_CP007640.1	859679	860230	+	CDS	gene	DJ95_RS03915	DJ95_RS03915	hypothetical protein
NZ_CP007640.1	860260	861075	-	CDS	gene	DJ95_RS03920	DJ95_RS03920	metallophosphoesterase
NZ_CP007640.1	861218	862789	-	CDS	gene	DJ95_RS03925	DJ95_RS03925	alkaline phosphatase family protein
NZ_CP007640.1	862994	864688	+	CDS	gene	DJ95_RS03930	DJ95_RS03930	hypothetical protein
NZ_CP007640.1	864701	865717	+	CDS	gene	DJ95_RS03935	DJ95_RS03935	glycosyltransferase family 2 protein
NZ_CP007640.1	865741	867564	-	CDS	gene	DJ95_RS03940	DJ95_RS03940	DNA ligase D
NZ_CP007640.1	867580	868464	-	CDS	gene	DJ95_RS03945	DJ95_RS03945	Ku protein
NZ_CP007640.1	868513	868773	+	CDS	gene	DJ95_RS21690	DJ95_RS21690	hypothetical protein
NZ_CP007640.1	868883	869047	+	CDS	gene	DJ95_RS21910	DJ95_RS21910	diguanylate cyclase
NZ_CP007640.1	869044	869250	+	CDS	gene	DJ95_RS21695	DJ95_RS21695	hypothetical protein
NZ_CP007640.1	869349	869483	-	CDS	gene	DJ95_RS03960	DJ95_RS03960	histidine kinase
NZ_CP007640.1	869829	870467	+	CDS	gene	DJ95_RS03965	DJ95_RS03965	DedA family protein
NZ_CP007640.1	870727	871521	+	CDS	gene	DJ95_RS03970	DJ95_RS03970	TerC family protein
NZ_CP007640.1	871790	872545	+	CDS	gene	sigI	DJ95_RS03975	RNA polymerase sigma factor SigI
NZ_CP007640.1	872542	873702	+	CDS	gene	DJ95_RS03980	DJ95_RS03980	anti-sigma factor domain-containing protein
NZ_CP007640.1	873704	873898	-	CDS	gene	DJ95_RS03985	DJ95_RS03985	alpha/beta-type small acid-soluble spore protein
NZ_CP007640.1	874031	874732	-	CDS	gene	DJ95_RS03990	DJ95_RS03990	DUF1836 domain-containing protein
NZ_CP007640.1	874907	875803	+	CDS	gene	htpX	DJ95_RS03995	protease HtpX
NZ_CP007640.1	875987	877336	+	CDS	gene	DJ95_RS04000	DJ95_RS04000	TrkH family potassium uptake protein
NZ_CP007640.1	877437	877970	+	CDS	gene	DJ95_RS04005	DJ95_RS04005	DUF421 domain-containing protein
NZ_CP007640.1	877960	878115	+	CDS	gene	DJ95_RS21745	DJ95_RS21745	hypothetical protein
NZ_CP007640.1	878119	878286	+	CDS	gene	DJ95_RS21300	DJ95_RS21300	hypothetical protein
NZ_CP007640.1	878327	879349	-	CDS	gene	DJ95_RS04010	DJ95_RS04010	acyltransferase family protein
NZ_CP007640.1	879604	881823	+	CDS	gene	DJ95_RS04015	DJ95_RS04015	PAS domain-containing sensor histidine kinase
NZ_CP007640.1	881820	882317	+	CDS	gene	DJ95_RS04020	DJ95_RS04020	methylated-DNA--[protein]-cysteine S-methyltransferase
NZ_CP007640.1	882564	883625	-	CDS	gene	mtnA	DJ95_RS04025	S-methyl-5-thioribose-1-phosphate isomerase
NZ_CP007640.1	883632	884825	-	CDS	gene	DJ95_RS04030	DJ95_RS04030	S-methyl-5-thioribose kinase
NZ_CP007640.1	885182	885961	-	CDS	gene	DJ95_RS04035	DJ95_RS04035	carbon-nitrogen family hydrolase
NZ_CP007640.1	886059	887282	+	CDS	gene	DJ95_RS04040	DJ95_RS04040	pyridoxal phosphate-dependent aminotransferase
NZ_CP007640.1	887475	888692	+	CDS	gene	mtnW	DJ95_RS04045	2%2C3-diketo-5-methylthiopentyl-1-phosphate enolase
NZ_CP007640.1	888689	889393	+	CDS	gene	mtnX	DJ95_RS04050	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
NZ_CP007640.1	889351	889980	+	CDS	gene	DJ95_RS04055	DJ95_RS04055	methylthioribulose 1-phosphate dehydratase
NZ_CP007640.1	889999	890532	+	CDS	gene	DJ95_RS04060	DJ95_RS04060	acireductone dioxygenase
NZ_CP007640.1	890567	890890	-	CDS	gene	DJ95_RS04065	DJ95_RS04065	DUF1232 domain-containing protein
NZ_CP007640.1	891111	891368	+	CDS	gene	DJ95_RS04070	DJ95_RS04070	aspartyl-phosphate phosphatase Spo0E family protein
NZ_CP007640.1	891451	891882	+	CDS	gene	DJ95_RS04075	DJ95_RS04075	hypothetical protein
NZ_CP007640.1	891918	893435	-	CDS	gene	DJ95_RS04080	DJ95_RS04080	sensor histidine kinase
NZ_CP007640.1	893643	894092	+	CDS	gene	mhqR	DJ95_RS04085	MarR family transcriptional regulator MhqR
NZ_CP007640.1	894131	894919	-	CDS	gene	motB	DJ95_RS04090	flagellar motor protein MotB
NZ_CP007640.1	894891	895706	-	CDS	gene	motA	DJ95_RS04095	flagellar motor stator protein MotA
NZ_CP007640.1	896011	898113	-	CDS	gene	DJ95_RS04100	DJ95_RS04100	ATP-dependent protease ATP-binding subunit ClpE
NZ_CP007640.1	898510	899544	+	CDS	gene	DJ95_RS04105	DJ95_RS04105	hypothetical protein
NZ_CP007640.1	899657	900802	+	CDS	gene	DJ95_RS04110	DJ95_RS04110	hypothetical protein
NZ_CP007640.1	901071	901730	+	CDS	gene	queC	DJ95_RS04115	7-cyano-7-deazaguanine synthase QueC
NZ_CP007640.1	901731	902171	+	CDS	gene	queD	DJ95_RS04120	6-carboxytetrahydropterin synthase QueD
NZ_CP007640.1	902164	902895	+	CDS	gene	queE	DJ95_RS04125	7-carboxy-7-deazaguanine synthase QueE
NZ_CP007640.1	902913	903410	+	CDS	gene	queF	DJ95_RS04130	preQ(1) synthase
NZ_CP007640.1	903718	904557	+	CDS	gene	DJ95_RS04135	DJ95_RS04135	STAS domain-containing protein
NZ_CP007640.1	904660	904968	+	CDS	gene	DJ95_RS04140	DJ95_RS04140	DUF3219 family protein
NZ_CP007640.1	904989	905504	-	CDS	gene	DJ95_RS04145	DJ95_RS04145	GNAT family N-acetyltransferase
NZ_CP007640.1	905639	905824	-	CDS	gene	DJ95_RS04150	DJ95_RS04150	DUF2187 family protein
NZ_CP007640.1	905988	906182	+	CDS	gene	DJ95_RS04155	DJ95_RS04155	hypothetical protein
NZ_CP007640.1	906478	907122	+	CDS	gene	DJ95_RS04160	DJ95_RS04160	cell wall hydrolase
NZ_CP007640.1	907241	908581	+	CDS	gene	ykvU	DJ95_RS04165	sporulation protein YkvU
NZ_CP007640.1	908639	909130	+	CDS	gene	DJ95_RS04170	DJ95_RS04170	TlpA family protein disulfide reductase
NZ_CP007640.1	909373	911289	+	CDS	gene	cadA	DJ95_RS04175	cadmium-translocating P-type ATPase
NZ_CP007640.1	911331	911531	-	CDS	gene	DJ95_RS04180	DJ95_RS04180	hypothetical protein
NZ_CP007640.1	911682	912776	+	CDS	gene	DJ95_RS04185	DJ95_RS04185	Xaa-Pro peptidase family protein
NZ_CP007640.1	913091	914056	+	CDS	gene	DJ95_RS04190	DJ95_RS04190	LacI family DNA-binding transcriptional regulator
NZ_CP007640.1	914119	914985	+	CDS	gene	DJ95_RS04195	DJ95_RS04195	transcription antiterminator
NZ_CP007640.1	915218	917317	+	CDS	gene	ptsG	DJ95_RS04200	PTS glucose transporter subunit IIABC
NZ_CP007640.1	917416	917682	+	CDS	gene	DJ95_RS04205	DJ95_RS04205	phosphocarrier protein HPr
NZ_CP007640.1	917682	919397	+	CDS	gene	ptsP	DJ95_RS04210	phosphoenolpyruvate--protein phosphotransferase
NZ_CP007640.1	919486	919725	+	CDS	gene	DJ95_RS04215	DJ95_RS04215	transcriptional regulator
NZ_CP007640.1	919804	920832	+	CDS	gene	splB	DJ95_RS04220	spore photoproduct lyase
NZ_CP007640.1	920829	921524	-	CDS	gene	DJ95_RS04225	DJ95_RS04225	GNAT family N-acetyltransferase
NZ_CP007640.1	921681	923648	+	CDS	gene	DJ95_RS04230	DJ95_RS04230	HAMP domain-containing protein
NZ_CP007640.1	923931	924797	+	CDS	gene	DJ95_RS04235	DJ95_RS04235	NAD(P)-dependent oxidoreductase
NZ_CP007640.1	924842	925645	-	CDS	gene	DJ95_RS04240	DJ95_RS04240	hypothetical protein
NZ_CP007640.1	925987	928107	+	CDS	gene	DJ95_RS04245	DJ95_RS04245	penicillin-binding protein 2
NZ_CP007640.1	928291	930111	+	CDS	gene	DJ95_RS04250	DJ95_RS04250	PAS domain-containing protein
NZ_CP007640.1	930134	931303	-	CDS	gene	DJ95_RS04255	DJ95_RS04255	aminotransferase A
NZ_CP007640.1	931509	931670	-	CDS	gene	DJ95_RS21750	DJ95_RS21750	hypothetical protein
NZ_CP007640.1	931880	932791	+	CDS	gene	DJ95_RS04260	DJ95_RS04260	chemotaxis protein CheV
NZ_CP007640.1	932845	933309	-	CDS	gene	DJ95_RS04265	DJ95_RS04265	hypothetical protein
NZ_CP007640.1	933432	934727	-	CDS	gene	DJ95_RS04270	DJ95_RS04270	MFS transporter
NZ_CP007640.1	934803	935300	-	CDS	gene	DJ95_RS04275	DJ95_RS04275	L%2CD-transpeptidase family protein
NZ_CP007640.1	935436	936296	-	CDS	gene	DJ95_RS04280	DJ95_RS04280	metallophosphoesterase
NZ_CP007640.1	936442	937206	+	CDS	gene	fadH	DJ95_RS04285	2%2C4-dienoyl-CoA reductase
NZ_CP007640.1	937776	938996	+	CDS	gene	DJ95_RS04290	DJ95_RS04290	EAL domain-containing protein
NZ_CP007640.1	939272	940180	+	CDS	gene	DJ95_RS04295	DJ95_RS04295	manganese catalase family protein
NZ_CP007640.1	940373	940612	+	CDS	gene	DJ95_RS04300	DJ95_RS04300	DUF1797 family protein
NZ_CP007640.1	940712	941230	+	CDS	gene	DJ95_RS04305	DJ95_RS04305	ribonuclease H-like YkuK family protein
NZ_CP007640.1	941374	941565	+	CDS	gene	abbA	DJ95_RS04310	AbrB antirepressor AbbA
NZ_CP007640.1	941705	942148	+	CDS	gene	DJ95_RS04315	DJ95_RS04315	CBS domain-containing protein
NZ_CP007640.1	942297	943178	+	CDS	gene	ccpC	DJ95_RS04320	transcriptional regulator CcpC
NZ_CP007640.1	943292	943768	+	CDS	gene	DJ95_RS04325	DJ95_RS04325	flavodoxin
NZ_CP007640.1	943758	944651	+	CDS	gene	DJ95_RS04330	DJ95_RS04330	hypothetical protein
NZ_CP007640.1	944684	945139	+	CDS	gene	DJ95_RS04335	DJ95_RS04335	flavodoxin
NZ_CP007640.1	945245	945955	+	CDS	gene	dapD	DJ95_RS04340	2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase
NZ_CP007640.1	946028	947152	+	CDS	gene	DJ95_RS04345	DJ95_RS04345	N-acetyldiaminopimelate deacetylase
NZ_CP007640.1	947213	947458	+	CDS	gene	DJ95_RS04350	DJ95_RS04350	YkuS family protein
NZ_CP007640.1	947497	948300	-	CDS	gene	DJ95_RS04355	DJ95_RS04355	mechanosensitive ion channel family protein
NZ_CP007640.1	948550	949092	+	CDS	gene	DJ95_RS04360	DJ95_RS04360	biofilm-specific peroxidase AhpA
NZ_CP007640.1	949177	949635	+	CDS	gene	DJ95_RS04365	DJ95_RS04365	TlpA family protein disulfide reductase
NZ_CP007640.1	950124	950699	+	CDS	gene	DJ95_RS04370	DJ95_RS04370	hypothetical protein
NZ_CP007640.1	950745	951704	-	CDS	gene	DJ95_RS04375	DJ95_RS04375	hypothetical protein
NZ_CP007640.1	951848	952432	+	CDS	gene	DJ95_RS04380	DJ95_RS04380	molybdenum cofactor guanylyltransferase
NZ_CP007640.1	952504	953523	+	CDS	gene	DJ95_RS04385	DJ95_RS04385	ThiF family adenylyltransferase
NZ_CP007640.1	953542	954834	+	CDS	gene	DJ95_RS04390	DJ95_RS04390	molybdopterin molybdotransferase MoeA
NZ_CP007640.1	954795	955319	+	CDS	gene	mobB	DJ95_RS04395	molybdopterin-guanine dinucleotide biosynthesis protein B
NZ_CP007640.1	955319	955792	+	CDS	gene	DJ95_RS04400	DJ95_RS04400	molybdenum cofactor biosynthesis protein MoaE
NZ_CP007640.1	955785	956018	+	CDS	gene	moaD	DJ95_RS04405	molybdopterin converting factor subunit 1
NZ_CP007640.1	956255	958009	+	CDS	gene	DJ95_RS04410	DJ95_RS04410	ABC transporter ATP-binding protein/permease
NZ_CP007640.1	958018	959826	+	CDS	gene	DJ95_RS04415	DJ95_RS04415	ABC transporter ATP-binding protein/permease
NZ_CP007640.1	960010	960696	+	CDS	gene	DJ95_RS04420	DJ95_RS04420	YIP1 family protein
NZ_CP007640.1	960700	961833	+	CDS	gene	DJ95_RS04425	DJ95_RS04425	efflux RND transporter periplasmic adaptor subunit
NZ_CP007640.1	961833	962522	+	CDS	gene	DJ95_RS04430	DJ95_RS04430	ABC transporter ATP-binding protein
NZ_CP007640.1	962519	963712	+	CDS	gene	DJ95_RS04435	DJ95_RS04435	ABC transporter permease
NZ_CP007640.1	963994	964749	+	CDS	gene	DJ95_RS04440	DJ95_RS04440	DeoR/GlpR family DNA-binding transcription regulator
NZ_CP007640.1	964746	965657	+	CDS	gene	pfkB	DJ95_RS04445	1-phosphofructokinase
NZ_CP007640.1	965671	967572	+	CDS	gene	DJ95_RS04450	DJ95_RS04450	PTS fructose transporter subunit IIABC
NZ_CP007640.1	967717	968298	+	CDS	gene	lepB	DJ95_RS04455	signal peptidase I
NZ_CP007640.1	968342	968611	-	CDS	gene	DJ95_RS04460	DJ95_RS04460	hypothetical protein
NZ_CP007640.1	968781	970400	+	CDS	gene	DJ95_RS04465	DJ95_RS04465	ATP-binding cassette domain-containing protein
NZ_CP007640.1	970705	971619	+	CDS	gene	DJ95_RS04470	DJ95_RS04470	ketopantoate reductase family protein
NZ_CP007640.1	971650	972882	-	CDS	gene	DJ95_RS04475	DJ95_RS04475	aminopeptidase
NZ_CP007640.1	972984	973118	-	CDS	gene	DJ95_RS21305	DJ95_RS21305	protein YkpC
NZ_CP007640.1	973220	974227	-	CDS	gene	mreBH	DJ95_RS04480	cell shape-determining protein MreBH
NZ_CP007640.1	974510	974788	+	CDS	gene	abhA	DJ95_RS04485	transcriptional regulator AbhA
NZ_CP007640.1	975000	976286	+	CDS	gene	DJ95_RS04490	DJ95_RS04490	PAS domain-containing protein
NZ_CP007640.1	976299	977138	+	CDS	gene	DJ95_RS04495	DJ95_RS04495	gamma-glutamylcyclotransferase
NZ_CP007640.1	977188	977853	+	CDS	gene	ktrC	DJ95_RS04500	Ktr system potassium transporter KtrC
NZ_CP007640.1	978022	979749	+	CDS	gene	ade	DJ95_RS04505	adenine deaminase
NZ_CP007640.1	979783	981450	-	CDS	gene	DJ95_RS04510	DJ95_RS04510	ribonuclease J1
NZ_CP007640.1	981456	981665	-	CDS	gene	DJ95_RS04515	DJ95_RS04515	DNA-dependent RNA polymerase auxiliary subunit epsilon family protein
NZ_CP007640.1	982056	982829	+	CDS	gene	DJ95_RS04520	DJ95_RS04520	Cof-type HAD-IIB family hydrolase
NZ_CP007640.1	982870	983424	-	CDS	gene	DJ95_RS04525	DJ95_RS04525	peptide deformylase
NZ_CP007640.1	983532	983684	-	CDS	gene	DJ95_RS20685	DJ95_RS20685	YjcZ family sporulation protein
NZ_CP007640.1	983935	984603	+	CDS	gene	DJ95_RS04535	DJ95_RS04535	YkyA family protein
NZ_CP007640.1	985021	986136	+	CDS	gene	pdhA	DJ95_RS04540	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
NZ_CP007640.1	986140	987117	+	CDS	gene	pdhB	DJ95_RS04545	pyruvate dehydrogenase complex E1 component subunit beta
NZ_CP007640.1	987249	988583	+	CDS	gene	pdhC	DJ95_RS04550	pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase
NZ_CP007640.1	988588	990000	+	CDS	gene	lpdA	DJ95_RS04555	dihydrolipoyl dehydrogenase
NZ_CP007640.1	990051	990425	-	CDS	gene	DJ95_RS04560	DJ95_RS04560	hypothetical protein
NZ_CP007640.1	990685	991518	+	CDS	gene	DJ95_RS04565	DJ95_RS04565	polysaccharide deacetylase family protein
NZ_CP007640.1	991658	991777	+	CDS	gene	DJ95_RS20690	DJ95_RS20690	GapA-binding peptide SR1P
NZ_CP007640.1	991823	993295	-	CDS	gene	DJ95_RS04570	DJ95_RS04570	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NZ_CP007640.1	993476	993742	+	CDS	gene	DJ95_RS04575	DJ95_RS04575	UPF0223 family protein
NZ_CP007640.1	993779	994417	-	CDS	gene	DJ95_RS04580	DJ95_RS04580	DUF1054 domain-containing protein
NZ_CP007640.1	994656	994844	+	CDS	gene	DJ95_RS04585	DJ95_RS04585	hypothetical protein
NZ_CP007640.1	994987	995784	+	CDS	gene	DJ95_RS04590	DJ95_RS04590	inositol-1-monophosphatase
NZ_CP007640.1	995771	996241	+	CDS	gene	DJ95_RS04595	DJ95_RS04595	GNAT family N-acetyltransferase
NZ_CP007640.1	996412	997326	-	CDS	gene	DJ95_RS04600	DJ95_RS04600	class I SAM-dependent methyltransferase
NZ_CP007640.1	997713	999278	-	CDS	gene	DJ95_RS04605	DJ95_RS04605	M4 family metallopeptidase
NZ_CP007640.1	999653	1001605	+	CDS	gene	DJ95_RS04610	DJ95_RS04610	hypothetical protein
NZ_CP007640.1	1001595	1001870	+	CDS	gene	DJ95_RS04615	DJ95_RS04615	hypothetical protein
NZ_CP007640.1	1001870	1002391	+	CDS	gene	DJ95_RS04620	DJ95_RS04620	sigma-70 family RNA polymerase sigma factor
NZ_CP007640.1	1002388	1002681	+	CDS	gene	DJ95_RS04625	DJ95_RS04625	zf-HC2 domain-containing protein
NZ_CP007640.1	1002726	1003337	-	CDS	gene	DJ95_RS04630	DJ95_RS04630	hypothetical protein
NZ_CP007640.1	1003615	1003803	-	CDS	gene	DJ95_RS04635	DJ95_RS04635	YlaF family protein
NZ_CP007640.1	1003919	1005757	+	CDS	gene	typA	DJ95_RS04640	translational GTPase TypA
NZ_CP007640.1	1005813	1006130	+	CDS	gene	DJ95_RS04645	DJ95_RS04645	YlaH-like family protein
NZ_CP007640.1	1006297	1006503	-	CDS	gene	DJ95_RS04650	DJ95_RS04650	YlaI family protein
NZ_CP007640.1	1006596	1007225	-	CDS	gene	DJ95_RS04655	DJ95_RS04655	YhcN/YlaJ family sporulation lipoprotein
NZ_CP007640.1	1007381	1008709	+	CDS	gene	DJ95_RS04660	DJ95_RS04660	PhoH family protein
NZ_CP007640.1	1008718	1009203	-	CDS	gene	DJ95_RS04665	DJ95_RS04665	hypothetical protein
NZ_CP007640.1	1009307	1010236	+	CDS	gene	glsA	DJ95_RS04670	glutaminase A
NZ_CP007640.1	1010344	1010625	+	CDS	gene	DJ95_RS04675	DJ95_RS04675	YlaN family protein
NZ_CP007640.1	1010824	1012035	+	CDS	gene	DJ95_RS04680	DJ95_RS04680	FtsW/RodA/SpoVE family cell cycle protein
NZ_CP007640.1	1012107	1015556	+	CDS	gene	pyc	DJ95_RS04685	pyruvate carboxylase
NZ_CP007640.1	1015836	1016762	-	CDS	gene	ctaA	DJ95_RS04690	heme A synthase CtaA
NZ_CP007640.1	1017122	1018039	+	CDS	gene	DJ95_RS04695	DJ95_RS04695	heme o synthase
NZ_CP007640.1	1018288	1019358	+	CDS	gene	coxB	DJ95_RS04700	cytochrome c oxidase subunit II
NZ_CP007640.1	1019392	1021260	+	CDS	gene	ctaD	DJ95_RS04705	cytochrome c oxidase subunit I
NZ_CP007640.1	1021260	1021883	+	CDS	gene	DJ95_RS04710	DJ95_RS04710	cytochrome c oxidase subunit III
NZ_CP007640.1	1021886	1022218	+	CDS	gene	ctaF	DJ95_RS04715	cytochrome c oxidase subunit IVB
NZ_CP007640.1	1022246	1023139	+	CDS	gene	ctaG	DJ95_RS04720	cytochrome c oxidase assembly factor CtaG
NZ_CP007640.1	1023178	1023579	-	CDS	gene	DJ95_RS04725	DJ95_RS04725	hypothetical protein
NZ_CP007640.1	1023683	1024132	+	CDS	gene	DJ95_RS04730	DJ95_RS04730	CBS domain-containing protein
NZ_CP007640.1	1024229	1025266	+	CDS	gene	DJ95_RS04735	DJ95_RS04735	CAP domain-containing protein
NZ_CP007640.1	1025458	1025859	+	CDS	gene	DJ95_RS04740	DJ95_RS04740	YlbD family protein
NZ_CP007640.1	1025875	1026114	+	CDS	gene	DJ95_RS04745	DJ95_RS04745	YlbE-like family protein
NZ_CP007640.1	1026199	1026603	+	CDS	gene	DJ95_RS04750	DJ95_RS04750	hypothetical protein
NZ_CP007640.1	1026657	1027106	+	CDS	gene	DJ95_RS04755	DJ95_RS04755	YlbF family regulator
NZ_CP007640.1	1027167	1027439	+	CDS	gene	DJ95_RS04760	DJ95_RS04760	YlbG family protein
NZ_CP007640.1	1027539	1027688	+	CDS	gene	DJ95_RS21755	DJ95_RS21755	hypothetical protein
NZ_CP007640.1	1027777	1028334	+	CDS	gene	rsmD	DJ95_RS04765	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
NZ_CP007640.1	1028336	1028821	+	CDS	gene	coaD	DJ95_RS04770	pantetheine-phosphate adenylyltransferase
NZ_CP007640.1	1028838	1030064	-	CDS	gene	ylbJ	DJ95_RS04775	sporulation integral membrane protein YlbJ
NZ_CP007640.1	1030241	1031020	+	CDS	gene	DJ95_RS04780	DJ95_RS04780	patatin family protein
NZ_CP007640.1	1031034	1032056	+	CDS	gene	DJ95_RS04785	DJ95_RS04785	PDZ domain-containing protein
NZ_CP007640.1	1032073	1033320	-	CDS	gene	DJ95_RS04790	DJ95_RS04790	nucleotidyltransferase
NZ_CP007640.1	1033527	1034045	+	CDS	gene	DJ95_RS04795	DJ95_RS04795	DUF177 domain-containing protein
NZ_CP007640.1	1034067	1034246	+	CDS	gene	rpmF	DJ95_RS04800	50S ribosomal protein L32
NZ_CP007640.1	1034397	1034990	+	CDS	gene	gerR	DJ95_RS04805	sporulation-specific transcriptional regulator GerR
NZ_CP007640.1	1035035	1035517	-	CDS	gene	DJ95_RS04810	DJ95_RS04810	N-acetyltransferase
NZ_CP007640.1	1035683	1036579	+	CDS	gene	DJ95_RS04815	DJ95_RS04815	2-dehydropantoate 2-reductase
NZ_CP007640.1	1036650	1038269	+	CDS	gene	bshC	DJ95_RS04820	bacillithiol biosynthesis cysteine-adding enzyme BshC
NZ_CP007640.1	1038395	1038826	+	CDS	gene	mraZ	DJ95_RS04825	division/cell wall cluster transcriptional repressor MraZ
NZ_CP007640.1	1038895	1039830	+	CDS	gene	rsmH	DJ95_RS04830	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
NZ_CP007640.1	1039870	1040223	+	CDS	gene	ftsL	DJ95_RS04835	cell division protein FtsL
NZ_CP007640.1	1040220	1042370	+	CDS	gene	DJ95_RS04840	DJ95_RS04840	penicillin-binding protein 2B
NZ_CP007640.1	1042507	1044426	+	CDS	gene	DJ95_RS04845	DJ95_RS04845	stage V sporulation protein D
NZ_CP007640.1	1044612	1046084	+	CDS	gene	DJ95_RS04850	DJ95_RS04850	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase
NZ_CP007640.1	1046207	1047181	+	CDS	gene	DJ95_RS04855	DJ95_RS04855	phospho-N-acetylmuramoyl-pentapeptide-transferase
NZ_CP007640.1	1047182	1048537	+	CDS	gene	DJ95_RS04860	DJ95_RS04860	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
NZ_CP007640.1	1048597	1049697	+	CDS	gene	spoVE	DJ95_RS04865	stage V sporulation protein E
NZ_CP007640.1	1049826	1050920	+	CDS	gene	murG	DJ95_RS04870	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
NZ_CP007640.1	1050953	1051864	+	CDS	gene	murB	DJ95_RS04875	UDP-N-acetylmuramate dehydrogenase
NZ_CP007640.1	1051992	1052777	+	CDS	gene	DJ95_RS04880	DJ95_RS04880	cell division protein FtsQ/DivIB
NZ_CP007640.1	1052780	1053475	+	CDS	gene	DJ95_RS04885	DJ95_RS04885	DUF881 domain-containing protein
NZ_CP007640.1	1053498	1054205	+	CDS	gene	DJ95_RS04890	DJ95_RS04890	DUF881 domain-containing protein
NZ_CP007640.1	1054224	1054589	+	CDS	gene	DJ95_RS04895	DJ95_RS04895	small basic family protein
NZ_CP007640.1	1054767	1056080	+	CDS	gene	ftsA	DJ95_RS04900	cell division protein FtsA
NZ_CP007640.1	1056116	1057261	+	CDS	gene	ftsZ	DJ95_RS04905	cell division protein FtsZ
NZ_CP007640.1	1057589	1061896	+	CDS	gene	DJ95_RS04910	DJ95_RS04910	S8 family serine peptidase
NZ_CP007640.1	1062121	1063050	+	CDS	gene	spoIIGA	DJ95_RS04915	sigma-E processing peptidase SpoIIGA
NZ_CP007640.1	1063113	1063832	+	CDS	gene	sigE	DJ95_RS04920	RNA polymerase sporulation sigma factor SigE
NZ_CP007640.1	1063971	1064753	+	CDS	gene	sigG	DJ95_RS04925	RNA polymerase sporulation sigma factor SigG
NZ_CP007640.1	1064911	1065705	+	CDS	gene	DJ95_RS04930	DJ95_RS04930	ABC transporter ATP-binding protein
NZ_CP007640.1	1065915	1067192	+	CDS	gene	DJ95_RS04935	DJ95_RS04935	acetylornithine deacetylase
NZ_CP007640.1	1067269	1067514	+	CDS	gene	DJ95_RS04940	DJ95_RS04940	YlmC/YmxH family sporulation protein
NZ_CP007640.1	1067679	1068515	+	CDS	gene	pgeF	DJ95_RS04945	peptidoglycan editing factor PgeF
NZ_CP007640.1	1068522	1069214	+	CDS	gene	DJ95_RS04950	DJ95_RS04950	YggS family pyridoxal phosphate-dependent enzyme
NZ_CP007640.1	1069211	1069663	+	CDS	gene	DJ95_RS04955	DJ95_RS04955	cell division protein SepF
NZ_CP007640.1	1069671	1069949	+	CDS	gene	DJ95_RS04960	DJ95_RS04960	YggT family protein
