# this bed file is the NZ_CP026362.1, entries without unique locus_tag were fixed
# seqName	start	ende	direction	type1	type2	Name	locus_tag	product
NZ_CP026362.1	1231292	1231966	+	CDS	gene	qcrB	BV11031_RS06725	menaquinol-cytochrome c reductase cytochrome b subunit
NZ_CP026362.1	1232001	1232768	+	CDS	gene	BV11031_RS06730	BV11031_RS06730	c-type cytochrome
NZ_CP026362.1	1232880	1233473	+	CDS	gene	BV11031_RS06735	BV11031_RS06735	DUF1405 domain-containing protein
NZ_CP026362.1	1233542	1234336	+	CDS	gene	ypjB	BV11031_RS06740	sporulation protein YpjB
NZ_CP026362.1	1234376	1235248	-	CDS	gene	BV11031_RS06745	BV11031_RS06745	YitT family protein
NZ_CP026362.1	1235388	1235723	+	CDS	gene	BV11031_RS06750	BV11031_RS06750	nucleotide pyrophosphohydrolase
NZ_CP026362.1	1235735	1236538	+	CDS	gene	BV11031_RS06755	BV11031_RS06755	4-hydroxy-tetrahydrodipicolinate reductase
NZ_CP026362.1	1236554	1236967	+	CDS	gene	mgsA	BV11031_RS06760	methylglyoxal synthase
NZ_CP026362.1	1236960	1237670	+	CDS	gene	bshB1	BV11031_RS06765	bacillithiol biosynthesis deacetylase BshB1
NZ_CP026362.1	1237667	1238800	+	CDS	gene	bshA	BV11031_RS06770	N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA
NZ_CP026362.1	1238805	1239998	+	CDS	gene	BV11031_RS06775	BV11031_RS06775	CCA tRNA nucleotidyltransferase
NZ_CP026362.1	1239983	1240960	+	CDS	gene	BV11031_RS06780	BV11031_RS06780	bifunctional biotin--[acetyl-CoA-carboxylase] synthetase/biotin operon repressor
NZ_CP026362.1	1241204	1242037	+	CDS	gene	panB	BV11031_RS06785	3-methyl-2-oxobutanoate hydroxymethyltransferase
NZ_CP026362.1	1242039	1242899	+	CDS	gene	panC	BV11031_RS06790	pantoate--beta-alanine ligase
NZ_CP026362.1	1242901	1243284	+	CDS	gene	panD	BV11031_RS06795	aspartate 1-decarboxylase
NZ_CP026362.1	1243411	1246206	+	CDS	gene	dinG	BV11031_RS06800	ATP-dependent DNA helicase DinG
NZ_CP026362.1	1246349	1246519	+	CDS	gene	BV11031_RS06805	BV11031_RS06805	YpmA family protein
NZ_CP026362.1	1246528	1247013	+	CDS	gene	BV11031_RS06810	BV11031_RS06810	DUF5590 domain-containing protein
NZ_CP026362.1	1247037	1248218	+	CDS	gene	aspB	BV11031_RS06815	aspartate transaminase AspB
NZ_CP026362.1	1248362	1249654	+	CDS	gene	asnS	BV11031_RS06820	asparagine--tRNA ligase
NZ_CP026362.1	1249749	1250447	+	CDS	gene	dnaD	BV11031_RS06825	DNA replication protein DnaD
NZ_CP026362.1	1250466	1251125	+	CDS	gene	nth	BV11031_RS06830	endonuclease III
NZ_CP026362.1	1251122	1251616	+	CDS	gene	BV11031_RS06835	BV11031_RS06835	hypothetical protein
NZ_CP026362.1	1251684	1254422	-	CDS	gene	BV11031_RS06840	BV11031_RS06840	PBP1A family penicillin-binding protein
NZ_CP026362.1	1254444	1255064	-	CDS	gene	recU	BV11031_RS06845	Holliday junction resolvase RecU
NZ_CP026362.1	1255105	1256067	+	CDS	gene	BV11031_RS06850	BV11031_RS06850	DUF2515 domain-containing protein
NZ_CP026362.1	1256092	1256196	-	CDS	gene	sspM	BV11031_RS06855	acid-soluble spore protein SspM
NZ_CP026362.1	1256397	1256642	+	CDS	gene	BV11031_RS06860	BV11031_RS06860	YppD family protein
NZ_CP026362.1	1256688	1257059	+	CDS	gene	BV11031_RS06865	BV11031_RS06865	YppE family protein
NZ_CP026362.1	1257098	1257286	-	CDS	gene	BV11031_RS06870	BV11031_RS06870	YppF family protein
NZ_CP026362.1	1257472	1257843	+	CDS	gene	BV11031_RS06875	BV11031_RS06875	YppG family protein
NZ_CP026362.1	1257861	1258280	-	CDS	gene	BV11031_RS06880	BV11031_RS06880	Hsp20/alpha crystallin family protein
NZ_CP026362.1	1258419	1258925	+	CDS	gene	BV11031_RS06885	BV11031_RS06885	PTS glucose transporter subunit IIA
NZ_CP026362.1	1259028	1261277	+	CDS	gene	BV11031_RS06890	BV11031_RS06890	ATP-dependent helicase MrfA
NZ_CP026362.1	1261293	1262546	+	CDS	gene	BV11031_RS06895	BV11031_RS06895	ribonuclease H-like domain-containing protein
NZ_CP026362.1	1262679	1262774	+	CDS	gene	BV11031_RS06900	BV11031_RS06900	hypothetical protein
NZ_CP026362.1	1262858	1263082	+	CDS	gene	BV11031_RS06905	BV11031_RS06905	spore coat protein
NZ_CP026362.1	1263171	1263716	+	CDS	gene	BV11031_RS06910	BV11031_RS06910	DUF1273 domain-containing protein
NZ_CP026362.1	1263792	1264088	+	CDS	gene	gpsB	BV11031_RS06915	cell division regulator GpsB
NZ_CP026362.1	1264154	1264535	+	exon	RNase_P_RNA	rnpB	BV11031_RS06920	RNase P RNA component class B
NZ_CP026362.1	1264636	1265793	+	CDS	gene	BV11031_RS06925	BV11031_RS06925	class I SAM-dependent RNA methyltransferase
NZ_CP026362.1	1265847	1265999	-	CDS	gene	BV11031_RS06930	BV11031_RS06930	YpzG family protein
NZ_CP026362.1	1266162	1266353	+	CDS	gene	BV11031_RS06935	BV11031_RS06935	hypothetical protein
NZ_CP026362.1	1266456	1268381	+	CDS	gene	BV11031_RS06940	BV11031_RS06940	ATP-dependent DNA helicase
NZ_CP026362.1	1268424	1269188	-	CDS	gene	kduD	BV11031_RS06945	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD
NZ_CP026362.1	1269190	1270017	-	CDS	gene	kduI	BV11031_RS06950	5-dehydro-4-deoxy-D-glucuronate isomerase
NZ_CP026362.1	1270240	1271259	+	CDS	gene	BV11031_RS06955	BV11031_RS06955	LacI family DNA-binding transcriptional regulator
NZ_CP026362.1	1271298	1272272	+	CDS	gene	BV11031_RS06960	BV11031_RS06960	2-dehydro-3-deoxygluconokinase
NZ_CP026362.1	1272274	1272864	+	CDS	gene	eda	BV11031_RS06965	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
NZ_CP026362.1	1272911	1273903	+	CDS	gene	kdgT	BV11031_RS06970	2-keto-3-deoxygluconate transporter
NZ_CP026362.1	1274015	1275520	+	CDS	gene	ypwA	BV11031_RS06975	carboxypeptidase
NZ_CP026362.1	1275851	1276435	+	CDS	gene	xpt	BV11031_RS06980	xanthine phosphoribosyltransferase
NZ_CP026362.1	1276432	1277748	+	CDS	gene	pbuX	BV11031_RS06985	xanthine permease
NZ_CP026362.1	1277802	1278917	+	CDS	gene	BV11031_RS06990	BV11031_RS06990	type III polyketide synthase
NZ_CP026362.1	1278921	1279409	+	CDS	gene	BV11031_RS06995	BV11031_RS06995	isoprenylcysteine carboxyl methyltransferase family protein
NZ_CP026362.1	1279498	1279590	+	CDS	gene	fbpC	BV11031_RS07000	Fur-regulated basic protein FbpC
NZ_CP026362.1	1279761	1283339	+	CDS	gene	BV11031_RS07005	BV11031_RS07005	dynamin family protein
NZ_CP026362.1	1283404	1283661	+	CDS	gene	BV11031_RS07010	BV11031_RS07010	YpbS family protein
NZ_CP026362.1	1283735	1283881	+	CDS	gene	BV11031_RS07015	BV11031_RS07015	hypothetical protein
NZ_CP026362.1	1283982	1284872	+	CDS	gene	BV11031_RS07020	BV11031_RS07020	5'-3' exonuclease
NZ_CP026362.1	1284880	1285008	-	CDS	gene	sspL	BV11031_RS07025	small%2C acid-soluble spore protein L
NZ_CP026362.1	1285050	1285448	-	CDS	gene	BV11031_RS07030	BV11031_RS07030	reverse transcriptase-like protein
NZ_CP026362.1	1285448	1286137	-	CDS	gene	BV11031_RS07035	BV11031_RS07035	queuosine precursor transporter
NZ_CP026362.1	1286220	1286900	+	CDS	gene	BV11031_RS07040	BV11031_RS07040	reverse transcriptase-like protein
NZ_CP026362.1	1286893	1287075	+	CDS	gene	BV11031_RS07045	BV11031_RS07045	zinc-finger domain-containing protein
NZ_CP026362.1	1287102	1287371	-	CDS	gene	BV11031_RS07050	BV11031_RS07050	DUF2564 family protein
NZ_CP026362.1	1287526	1287708	+	CDS	gene	degR	BV11031_RS07055	transcriptional regulator DegR
NZ_CP026362.1	1287752	1287952	-	CDS	gene	BV11031_RS07060	BV11031_RS07060	cold-shock protein
NZ_CP026362.1	1287968	1288073	-	CDS	pseudogene	BV11031_RS07065	BV11031_RS07065	hypothetical protein
NZ_CP026362.1	1288196	1289347	-	CDS	gene	BV11031_RS07070	BV11031_RS07070	diglucosyl diacylglycerol synthase
NZ_CP026362.1	1289577	1290482	-	CDS	gene	metA	BV11031_RS07075	homoserine O-succinyltransferase
NZ_CP026362.1	1290903	1291385	+	CDS	gene	BV11031_RS07080	BV11031_RS07080	glutathione peroxidase
NZ_CP026362.1	1291399	1292016	+	CDS	gene	BV11031_RS07085	BV11031_RS07085	HD domain-containing protein
NZ_CP026362.1	1292076	1293209	+	CDS	gene	BV11031_RS07090	BV11031_RS07090	virulence factor
NZ_CP026362.1	1293500	1295176	+	CDS	gene	ilvD	BV11031_RS07095	dihydroxy-acid dehydratase
NZ_CP026362.1	1295282	1295716	+	CDS	gene	brxA	BV11031_RS07100	bacilliredoxin BrxA
NZ_CP026362.1	1295759	1296544	+	CDS	gene	BV11031_RS07105	BV11031_RS07105	class I SAM-dependent methyltransferase
NZ_CP026362.1	1297059	1297670	+	CDS	gene	BV11031_RS07115	BV11031_RS07115	YpjP family protein
NZ_CP026362.1	1297687	1298220	+	CDS	gene	BV11031_RS07120	BV11031_RS07120	phosphatidylglycerophosphatase A
NZ_CP026362.1	1298305	1299099	+	CDS	gene	BV11031_RS07125	BV11031_RS07125	thymidylate synthase
NZ_CP026362.1	1299096	1299602	+	CDS	gene	BV11031_RS07130	BV11031_RS07130	dihydrofolate reductase
NZ_CP026362.1	1299603	1300223	+	CDS	gene	BV11031_RS07135	BV11031_RS07135	hypothetical protein
NZ_CP026362.1	1300256	1300897	-	CDS	gene	BV11031_RS07140	BV11031_RS07140	hemolysin III family protein
NZ_CP026362.1	1300918	1301913	-	CDS	gene	BV11031_RS07145	BV11031_RS07145	sigma 54-interacting transcriptional regulator
NZ_CP026362.1	1302162	1303430	+	CDS	gene	ilvA	BV11031_RS07150	threonine ammonia-lyase IlvA
NZ_CP026362.1	1303514	1303765	+	CDS	gene	BV11031_RS07155	BV11031_RS07155	DUF2535 family protein
NZ_CP026362.1	1303909	1304490	+	CDS	gene	BV11031_RS07160	BV11031_RS07160	SCO family protein
NZ_CP026362.1	1304568	1305335	+	CDS	gene	BV11031_RS07165	BV11031_RS07165	SGNH/GDSL hydrolase family protein
NZ_CP026362.1	1305345	1305908	+	CDS	gene	BV11031_RS07170	BV11031_RS07170	YpmS family protein
NZ_CP026362.1	1305921	1306115	+	CDS	gene	ypmT	BV11031_RS07175	protein YpmT
NZ_CP026362.1	1306186	1307520	+	CDS	gene	BV11031_RS07180	BV11031_RS07180	MATE family efflux transporter
NZ_CP026362.1	1307575	1308000	-	CDS	gene	BV11031_RS07185	BV11031_RS07185	MarR family transcriptional regulator
NZ_CP026362.1	1308129	1308662	+	CDS	gene	msrA	BV11031_RS07190	peptide-methionine (S)-S-oxide reductase MsrA
NZ_CP026362.1	1308663	1309097	+	CDS	gene	msrB	BV11031_RS07195	peptide-methionine (R)-S-oxide reductase MsrB
NZ_CP026362.1	1310084	1311231	+	CDS	pseudogene	BV11031_RS07200	BV11031_RS07200	phytase
NZ_CP026362.1	1311490	1312443	-	CDS	gene	BV11031_RS07205	BV11031_RS07205	glycosyltransferase
NZ_CP026362.1	1312450	1312842	-	CDS	gene	BV11031_RS07210	BV11031_RS07210	hypothetical protein
NZ_CP026362.1	1313048	1313350	+	CDS	gene	BV11031_RS07215	BV11031_RS07215	protein CgeC
NZ_CP026362.1	1313415	1314695	+	CDS	gene	BV11031_RS07220	BV11031_RS07220	glycosyltransferase family 2 protein
NZ_CP026362.1	1314724	1315503	+	CDS	gene	BV11031_RS07225	BV11031_RS07225	GNAT family N-acetyltransferase
NZ_CP026362.1	1315583	1315696	+	CDS	gene	BV11031_RS07230	BV11031_RS07230	YjcZ family sporulation protein
NZ_CP026362.1	1315689	1315843	+	CDS	pseudogene	BV11031_RS07235	BV11031_RS07235	hypothetical protein
NZ_CP026362.1	1315824	1317146	+	CDS	gene	BV11031_RS07240	BV11031_RS07240	aspartate aminotransferase family protein
NZ_CP026362.1	1317164	1317853	+	CDS	gene	BV11031_RS07245	BV11031_RS07245	CoA transferase subunit A
NZ_CP026362.1	1317838	1318491	+	CDS	gene	BV11031_RS07250	BV11031_RS07250	3-oxoacid CoA-transferase subunit B
NZ_CP026362.1	1318499	1319815	+	CDS	gene	BV11031_RS07255	BV11031_RS07255	peptidase
NZ_CP026362.1	1319793	1320620	+	CDS	gene	ablB	BV11031_RS07260	putative beta-lysine N-acetyltransferase
NZ_CP026362.1	1320650	1322065	+	CDS	gene	ablA	BV11031_RS07265	lysine 2%2C3-aminomutase
NZ_CP026362.1	1322062	1322340	+	CDS	gene	BV11031_RS07270	BV11031_RS07270	YokU family protein
NZ_CP026362.1	1322427	1322651	+	CDS	gene	BV11031_RS07275	BV11031_RS07275	YozE family protein
NZ_CP026362.1	1322801	1323481	+	CDS	gene	BV11031_RS07285	BV11031_RS07285	hypothetical protein
NZ_CP026362.1	1323478	1323621	-	CDS	gene	BV11031_RS07290	BV11031_RS07290	hypothetical protein
NZ_CP026362.1	1323743	1323919	+	CDS	gene	BV11031_RS07295	BV11031_RS07295	YozD family protein
NZ_CP026362.1	1323999	1324610	+	CDS	gene	BV11031_RS07300	BV11031_RS07300	phosphatase PAP2 family protein
NZ_CP026362.1	1324671	1324985	+	CDS	gene	yodL	BV11031_RS07305	shape determination protein YodL
NZ_CP026362.1	1325024	1325149	-	CDS	gene	BV11031_RS07310	BV11031_RS07310	hypothetical protein
NZ_CP026362.1	1325350	1326051	+	CDS	gene	deoD	BV11031_RS07315	purine-nucleoside phosphorylase
NZ_CP026362.1	1326134	1326955	+	CDS	gene	BV11031_RS07320	BV11031_RS07320	D-alanyl-D-alanine carboxypeptidase family protein
NZ_CP026362.1	1327038	1327289	-	CDS	gene	BV11031_RS07325	BV11031_RS07325	hypothetical protein
NZ_CP026362.1	1327377	1328078	-	CDS	gene	BV11031_RS07330	BV11031_RS07330	class I SAM-dependent methyltransferase
NZ_CP026362.1	1328232	1329632	+	CDS	gene	BV11031_RS07335	BV11031_RS07335	PDZ domain-containing protein
NZ_CP026362.1	1329668	1331158	-	CDS	gene	BV11031_RS07340	BV11031_RS07340	sodium:solute symporter
NZ_CP026362.1	1331158	1331358	-	CDS	gene	BV11031_RS07345	BV11031_RS07345	DUF3311 domain-containing protein
NZ_CP026362.1	1331543	1332454	+	CDS	gene	BV11031_RS07350	BV11031_RS07350	ring-cleaving dioxygenase
NZ_CP026362.1	1332470	1333072	+	CDS	gene	BV11031_RS07355	BV11031_RS07355	alpha/beta hydrolase
NZ_CP026362.1	1333114	1333722	-	CDS	gene	BV11031_RS07360	BV11031_RS07360	nitroreductase family protein
NZ_CP026362.1	1333852	1334190	+	CDS	gene	yodB	BV11031_RS07365	transcriptional regulator YodB
NZ_CP026362.1	1334699	1335088	-	CDS	gene	BV11031_RS07370	BV11031_RS07370	tautomerase family protein
NZ_CP026362.1	1335684	1335920	+	CDS	gene	BV11031_RS07375	BV11031_RS07375	hypothetical protein
NZ_CP026362.1	1335953	1336414	-	CDS	gene	BV11031_RS07380	BV11031_RS07380	Hsp20/alpha crystallin family protein
NZ_CP026362.1	1336513	1337409	+	CDS	gene	rarD	BV11031_RS07385	EamA family transporter RarD
NZ_CP026362.1	1337484	1337759	+	CDS	gene	BV11031_RS07390	BV11031_RS07390	hypothetical protein
NZ_CP026362.1	1337759	1338109	+	CDS	gene	BV11031_RS07395	BV11031_RS07395	YojF family protein
NZ_CP026362.1	1338128	1338793	+	CDS	gene	bshB2	BV11031_RS07400	bacillithiol biosynthesis deacetylase BshB2
NZ_CP026362.1	1338928	1340280	+	CDS	gene	BV11031_RS07405	BV11031_RS07405	IS1182 family transposase
NZ_CP026362.1	1340405	1341253	-	CDS	gene	rsbRC	BV11031_RS07410	RsbT co-antagonist RsbRC
NZ_CP026362.1	1341269	1342627	-	CDS	gene	BV11031_RS07415	BV11031_RS07415	MATE family efflux transporter
NZ_CP026362.1	1342902	1343516	+	CDS	gene	BV11031_RS07420	BV11031_RS07420	diadenylate cyclase
NZ_CP026362.1	1343749	1344966	+	CDS	gene	BV11031_RS07425	BV11031_RS07425	glycosyl transferase family 1
NZ_CP026362.1	1345334	1346569	+	CDS	gene	BV11031_RS07430	BV11031_RS07430	peptidoglycan endopeptidase
NZ_CP026362.1	1346857	1347447	+	CDS	gene	BV11031_RS07435	BV11031_RS07435	superoxide dismutase family protein
NZ_CP026362.1	1347511	1348425	+	CDS	gene	BV11031_RS07440	BV11031_RS07440	MoxR family ATPase
NZ_CP026362.1	1348436	1350352	+	CDS	gene	BV11031_RS07445	BV11031_RS07445	nitric oxide reductase activation protein NorD
NZ_CP026362.1	1350581	1353415	+	CDS	gene	sucA	BV11031_RS07450	2-oxoglutarate dehydrogenase E1 component
NZ_CP026362.1	1353431	1354684	+	CDS	gene	odhB	BV11031_RS07455	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
NZ_CP026362.1	1354736	1355698	-	CDS	gene	BV11031_RS07460	BV11031_RS07460	bile acid:sodium symporter family protein
NZ_CP026362.1	1355929	1357266	+	CDS	gene	BV11031_RS07465	BV11031_RS07465	sodium-dependent transporter
NZ_CP026362.1	1357298	1358143	-	CDS	gene	BV11031_RS07470	BV11031_RS07470	superoxide dismutase
NZ_CP026362.1	1358133	1360031	-	CDS	gene	BV11031_RS07475	BV11031_RS07475	squalene--hopene cyclase
NZ_CP026362.1	1360132	1361619	-	CDS	gene	dhaS	BV11031_RS07480	aldehyde dehydrogenase DhaS
NZ_CP026362.1	1361849	1362052	+	CDS	gene	BV11031_RS07485	BV11031_RS07485	hypothetical protein
NZ_CP026362.1	1362393	1362737	+	CDS	gene	BV11031_RS07490	BV11031_RS07490	PH domain-containing protein
NZ_CP026362.1	1362968	1363459	+	CDS	gene	BV11031_RS07495	BV11031_RS07495	TraR/DksA family transcriptional regulator
NZ_CP026362.1	1363609	1364235	+	CDS	gene	BV11031_RS07500	BV11031_RS07500	FMN-dependent NADH-azoreductase
NZ_CP026362.1	1364468	1364654	+	exon	ncRNA	ssrS	BV11031_RS07505	6S RNA
NZ_CP026362.1	1364796	1366571	+	CDS	gene	recQ	BV11031_RS07510	DNA helicase RecQ
NZ_CP026362.1	1366819	1367667	+	CDS	gene	BV11031_RS07515	BV11031_RS07515	LysM peptidoglycan-binding and 3D domain-containing protein
NZ_CP026362.1	1367846	1369435	+	CDS	gene	BV11031_RS07520	BV11031_RS07520	solute:sodium symporter family transporter
NZ_CP026362.1	1369572	1370924	-	CDS	gene	BV11031_RS07525	BV11031_RS07525	IS1182 family transposase
NZ_CP026362.1	1371053	1371652	-	CDS	gene	desR	BV11031_RS07530	two-component system response regulator DesR
NZ_CP026362.1	1371672	1372784	-	CDS	gene	desK	BV11031_RS07535	two-component sensor histidine kinase DesK
NZ_CP026362.1	1372906	1373961	-	CDS	gene	BV11031_RS07540	BV11031_RS07540	fatty acid desaturase
NZ_CP026362.1	1374121	1375098	-	CDS	gene	BV11031_RS07545	BV11031_RS07545	LD-carboxypeptidase
NZ_CP026362.1	1375161	1375658	-	CDS	gene	BV11031_RS07550	BV11031_RS07550	GNAT family N-acetyltransferase
NZ_CP026362.1	1375832	1376614	+	CDS	gene	BV11031_RS07555	BV11031_RS07555	hypothetical protein
NZ_CP026362.1	1376752	1377288	+	CDS	gene	BV11031_RS07560	BV11031_RS07560	DUF420 domain-containing protein
NZ_CP026362.1	1377375	1378052	-	CDS	gene	BV11031_RS07565	BV11031_RS07565	lysozyme family protein
NZ_CP026362.1	1378244	1378567	+	CDS	gene	czrA	BV11031_RS07570	Zn(II)-responsive metalloregulatory transcriptional repressor CzrA
NZ_CP026362.1	1378594	1379139	-	CDS	gene	BV11031_RS07575	BV11031_RS07575	hypothetical protein
NZ_CP026362.1	1379338	1380276	+	CDS	gene	BV11031_RS07580	BV11031_RS07580	YafY family transcriptional regulator
NZ_CP026362.1	1380330	1380815	+	CDS	gene	BV11031_RS07585	BV11031_RS07585	AraC family transcriptional regulator
NZ_CP026362.1	1380896	1381597	+	CDS	gene	BV11031_RS07590	BV11031_RS07590	MBL fold metallo-hydrolase
NZ_CP026362.1	1382032	1382757	+	CDS	gene	BV11031_RS07595	BV11031_RS07595	helix-turn-helix domain-containing protein
NZ_CP026362.1	1382822	1383154	+	CDS	gene	csaA	BV11031_RS07600	chaperone CsaA
NZ_CP026362.1	1383651	1383905	+	CDS	gene	BV11031_RS07605	BV11031_RS07605	hypothetical protein
NZ_CP026362.1	1383910	1384275	+	CDS	pseudogene	BV11031_RS07610	BV11031_RS07610	hypothetical protein
NZ_CP026362.1	1384758	1385399	+	CDS	gene	xynA	BV11031_RS07615	endo-1%2C4-beta-xylanase XynA
NZ_CP026362.1	1385829	1387265	-	CDS	gene	BV11031_RS07620	BV11031_RS07620	flavin monoamine oxidase family protein
NZ_CP026362.1	1387547	1387747	+	CDS	gene	BV11031_RS07625	BV11031_RS07625	hypothetical protein
NZ_CP026362.1	1388025	1388764	-	CDS	pseudogene	BV11031_RS07630	BV11031_RS07630	class I SAM-dependent methyltransferase
NZ_CP026362.1	1388986	1389909	-	CDS	gene	bla	BV11031_RS07635	class A beta-lactamase
NZ_CP026362.1	1390199	1390828	+	CDS	gene	BV11031_RS07640	BV11031_RS07640	glutamine amidotransferase
NZ_CP026362.1	1391023	1391913	+	CDS	gene	BV11031_RS07645	BV11031_RS07645	CPBP family intramembrane metalloprotease
NZ_CP026362.1	1393260	1393589	+	CDS	gene	BV11031_RS07660	BV11031_RS07660	hypothetical protein
NZ_CP026362.1	1394014	1394149	+	CDS	pseudogene	BV11031_RS07665	BV11031_RS07665	hypothetical protein
NZ_CP026362.1	1394230	1395033	-	CDS	gene	BV11031_RS07670	BV11031_RS07670	DUF817 domain-containing protein
NZ_CP026362.1	1395167	1395382	-	CDS	gene	BV11031_RS07675	BV11031_RS07675	helix-turn-helix transcriptional regulator
NZ_CP026362.1	1395393	1395875	-	CDS	gene	BV11031_RS07680	BV11031_RS07680	DUF2975 domain-containing protein
NZ_CP026362.1	1396182	1397144	+	CDS	gene	BV11031_RS07685	BV11031_RS07685	VanW family protein
NZ_CP026362.1	1397146	1397640	+	CDS	gene	BV11031_RS07690	BV11031_RS07690	hypothetical protein
NZ_CP026362.1	1397778	1397972	+	CDS	gene	BV11031_RS22645	BV11031_RS22645	hypothetical protein
NZ_CP026362.1	1398066	1398428	-	CDS	gene	BV11031_RS07695	BV11031_RS07695	hypothetical protein
NZ_CP026362.1	1398764	1399127	+	CDS	pseudogene	BV11031_RS07700	BV11031_RS07700	GNAT family N-acetyltransferase
NZ_CP026362.1	1399302	1399799	+	CDS	gene	BV11031_RS07705	BV11031_RS07705	DUF4944 domain-containing protein
NZ_CP026362.1	1400086	1400768	-	CDS	pseudogene	BV11031_RS07710	BV11031_RS07710	SOS response-associated peptidase
NZ_CP026362.1	1401002	1401718	+	CDS	gene	BV11031_RS07715	BV11031_RS07715	NPP1 family protein
NZ_CP026362.1	1402428	1403465	-	CDS	gene	BV11031_RS07720	BV11031_RS07720	polysaccharide lyase family 1 protein
NZ_CP026362.1	1403635	1404312	+	CDS	gene	BV11031_RS07725	BV11031_RS07725	DUF1275 domain-containing protein
NZ_CP026362.1	1404574	1405272	+	CDS	gene	BV11031_RS07730	BV11031_RS07730	endoglucanase
NZ_CP026362.1	1405318	1405919	-	CDS	pseudogene	BV11031_RS07735	BV11031_RS07735	4-hydroxyphenylacetate 3-monooxygenase
NZ_CP026362.1	1406306	1407991	+	CDS	gene	BV11031_RS07740	BV11031_RS07740	methyl-accepting chemotaxis protein
NZ_CP026362.1	1408105	1408398	-	CDS	gene	BV11031_RS07745	BV11031_RS07745	YozQ family protein
NZ_CP026362.1	1408457	1408579	-	CDS	gene	BV11031_RS07750	BV11031_RS07750	hypothetical protein
NZ_CP026362.1	1409075	1409368	-	CDS	gene	BV11031_RS07755	BV11031_RS07755	hypothetical protein
NZ_CP026362.1	1409473	1411515	-	CDS	gene	BV11031_RS07760	BV11031_RS07760	molybdopterin oxidoreductase family protein
NZ_CP026362.1	1411852	1412895	+	CDS	gene	BV11031_RS07765	BV11031_RS07765	2-hydroxyacid dehydrogenase
NZ_CP026362.1	1412895	1414358	+	CDS	gene	BV11031_RS07770	BV11031_RS07770	sugar kinase
NZ_CP026362.1	1414453	1415697	+	CDS	gene	BV11031_RS07775	BV11031_RS07775	MFS transporter
NZ_CP026362.1	1415921	1416454	-	CDS	gene	BV11031_RS07780	BV11031_RS07780	GNAT family N-acetyltransferase
NZ_CP026362.1	1416510	1417268	-	CDS	pseudogene	BV11031_RS07785	BV11031_RS07785	hypothetical protein
NZ_CP026362.1	1417338	1417643	-	CDS	gene	BV11031_RS07790	BV11031_RS07790	DUF948 domain-containing protein
NZ_CP026362.1	1417794	1418510	+	CDS	gene	BV11031_RS07795	BV11031_RS07795	3-ketoacyl-ACP reductase
NZ_CP026362.1	1418738	1419106	+	CDS	gene	rtp	BV11031_RS07800	replication termination protein
NZ_CP026362.1	1419252	1420145	+	CDS	gene	proC	BV11031_RS07805	pyrroline-5-carboxylate reductase
NZ_CP026362.1	1420142	1421257	+	CDS	gene	proB	BV11031_RS07810	glutamate 5-kinase
NZ_CP026362.1	1421319	1422221	-	CDS	gene	gltC	BV11031_RS07815	glutamate biosynthesis transcriptional regulator GltC
NZ_CP026362.1	1422367	1426929	+	CDS	gene	gltB	BV11031_RS07820	glutamate synthase large subunit
NZ_CP026362.1	1426946	1428427	+	CDS	gene	gltD	BV11031_RS07825	glutamate synthase small subunit
NZ_CP026362.1	1428626	1430389	-	CDS	gene	ggt	BV11031_RS07830	gamma-glutamyltransferase
NZ_CP026362.1	1430816	1431468	+	CDS	pseudogene	BV11031_RS07835	BV11031_RS07835	methylphosphotriester-DNA--protein-cysteine methyltransferase family protein
NZ_CP026362.1	1431458	1432006	+	CDS	gene	BV11031_RS07840	BV11031_RS07840	methylated-DNA--[protein]-cysteine S-methyltransferase
NZ_CP026362.1	1432222	1432452	+	CDS	gene	BV11031_RS07845	BV11031_RS07845	excisionase family DNA-binding protein
NZ_CP026362.1	1432767	1433312	+	CDS	gene	BV11031_RS07850	BV11031_RS07850	site-specific integrase
NZ_CP026362.1	1433363	1433435	+	exon	tRNA	BV11031_RS07855	BV11031_RS07855	tRNA-Arg
NZ_CP026362.1	1433683	1433871	+	CDS	gene	BV11031_RS07860	BV11031_RS07860	hypothetical protein
NZ_CP026362.1	1434509	1435054	-	CDS	gene	iseA	BV11031_RS07870	DL-endopeptidase inhibitor IseA
NZ_CP026362.1	1435341	1436732	+	CDS	gene	BV11031_RS07875	BV11031_RS07875	MATE family efflux transporter
NZ_CP026362.1	1436864	1437841	+	CDS	gene	BV11031_RS07880	BV11031_RS07880	aldose 1-epimerase
NZ_CP026362.1	1437875	1439350	+	CDS	gene	dacB	BV11031_RS07885	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase
NZ_CP026362.1	1439695	1447380	+	CDS	gene	BV11031_RS07890	BV11031_RS07890	non-ribosomal peptide synthetase
NZ_CP026362.1	1447404	1455086	+	CDS	gene	BV11031_RS07895	BV11031_RS07895	amino acid adenylation domain-containing protein
NZ_CP026362.1	1455106	1462773	+	CDS	gene	BV11031_RS07900	BV11031_RS07900	non-ribosomal peptide synthetase
